aspect_ratio,beauty,random_value
0.673536237033374,5,-0.2850862642197993
0.44955355452906504,3,-0.5767175515858085
1.825474423535413,5,0.4341357277588678
0.6180698735903285,6,-0.3470790745083856
0.3698871763756094,3,-0.717421405187868
0.5425356418476761,5,-0.44110508822473005
0.502795196103035,4,-0.49597861456072856
0.3000358277048925,2,-0.8683966548065094
1.844565422663704,5,0.44164047957428254
2.2250486322539182,3,0.5769184344990232
0.3212522598455909,3,-0.8191107459611471
0.5788224409487553,5,-0.3944036193199578
0.40745574028555603,4,-0.6476423695981202
0.32963270307371306,2,-0.8005343572787114
1.1742223390326085,5,0.11585280433009992
0.5846993422197699,5,-0.38711656329264965
3.370845017581553,2,0.8765551487980345
0.6029513554667834,5,-0.36494324045869586
0.8498697500930676,3,-0.11734317110884018
1.6688744037142804,5,0.3694376921625191
0.3446196706355575,2,-0.7684615215049144
1.9839750168961305,5,0.49419692938784965
1.0376115096682565,3,0.026633193916863585
0.7367447746829217,4,-0.22038158586389867
1.4940497461316071,5,0.2896140925717918
3.922752159087836,2,0.985933094147726
0.28166365887381606,3,-0.9139773300967866
0.7458832404787448,5,-0.2114891421001679
0.466471990848095,5,-0.550068818671178
1.4272575659588167,4,0.25662285507347593
0.7134444431701767,3,-0.2435635026587153
0.34379009647320674,3,-0.7702000545219989
0.9266540916655495,3,-0.05494859774311811
0.3192037630000035,2,-0.8237252178580314
0.8418880176158535,2,-0.12414987330044847
0.8640484502702711,3,-0.10540794159371236
0.519605003285147,5,-0.47225638615017074
1.028928566687766,3,0.020571413340150224
0.2770613913276431,2,-0.9258612052438977
0.9546779981692588,3,-0.033456942010484214
0.4469155088677641,5,-0.5809629924318993
1.3903991281208166,3,0.23774954129639636
0.4031291040483789,4,-0.6553430760295984
0.5963038980214438,5,-0.37294016361921734
0.6445178811390886,4,-0.316853855215512
3.5708330793980236,3,0.9181303479542695
0.6048628392684202,5,-0.3626600328960583
0.7808902609725693,4,-0.17840413758434903
0.6769572518734411,4,-0.2814316803643604
1.1056757652696247,3,0.07246419169365748
