aspect_ratio,beauty,random_value
1.859896464212441,6,0.44761115617075764
0.4598580163137553,5,-0.560369802488623
1.7225589733597286,5,0.39227668787035763
0.6772309519061225,4,-0.2811400918804885
0.39326353119699387,4,-0.6732158444643244
0.6363046563364965,5,-0.32610520796822096
0.5188480860989115,6,-0.47330795109373414
1.7298911833955377,6,0.3953406449098662
1.4759781582640707,5,0.2808356861743373
0.6479120717557114,6,-0.3130650284267429
2.849751141983714,3,0.755417969831369
0.317722576485606,3,-0.8270802436414673
1.1347565432602436,2,0.09119140360117184
0.6198188786801025,5,-0.3450406985687633
1.572176932989903,5,0.32638179390737165
1.0389982858378677,4,0.02759663702710302
3.9364292186182475,2,0.988443768597091
1.23345923684114,3,0.15135501923819938
1.359387596697537,5,0.22147843228624642
1.1608087871548505,4,0.10756517277585287
2.5519474647524154,4,0.6757993148019201
1.9941716444863,6,0.49789479613979704
2.6095997861875975,4,0.691914284479036
0.41772348331594555,4,-0.629689922292396
0.8356526846173821,4,-0.12951232168146487
0.32382253967299085,3,-0.8133623434703885
1.0682378066069151,4,0.047616424740201335
2.6238465532865893,4,0.6958416756629096
3.3296742671817663,2,0.8676905246682538
2.676789052511089,5,0.7102517250949711
2.3176729648646193,6,0.6063385046445937
0.7456038494217372,4,-0.21175939324740045
0.6827498388376799,5,-0.27528551322163897
0.6986226631642342,5,-0.2587073253441692
0.26968546655603814,2,-0.9453251592792606
1.703726510091174,6,0.3843468830981942
0.9303102195268395,4,-0.052108110008237896
3.3809869930559033,4,0.8787222330358107
0.2629467649630037,2,-0.9635786737264136
0.3896608390053707,5,-0.6798545736220147
2.702255335694053,5,0.7170820005692782
1.011260315029136,4,0.008077209233922744
3.6250953875609633,3,0.9290094787155938
0.9880671977994657,4,-0.008659466500567703
2.6977740470309794,6,0.7158847599698448
0.5753188997365853,6,-0.39878311503695474
2.6968360834058513,5,0.7156339178419757
0.39174840933249067,5,-0.6760003390708689
0.3253751360920418,5,-0.8099120424166975
1.510654853391519,3,0.29758703932495467
