aspect_ratio,beauty,random_value
0.6806996769436382,5,-0.2774548349255037
1.2994458258728703,3,0.18894824442575087
1.2022779331701288,4,0.13288522275657888
0.2728821454115728,2,-0.936825046123098
0.3256990938521918,2,-0.8091941944800087
0.9229735851458549,5,-0.05781936767088447
0.6181465137968417,3,-0.3469896334953566
0.36104894420847183,2,-0.7348668355626189
1.937383169974125,5,0.4770546570822394
0.5622426315613334,2,-0.4153676229588814
2.284663820621415,4,0.5959909469734379
1.099912291701246,4,0.06869424306923988
0.28301800474679756,2,-0.9105171295146377
1.8324423853998195,4,0.4368839193419829
0.6354291660859973,3,-0.32709839193486956
1.3500085004437579,4,0.21648424567858848
0.2604999950270452,2,-0.9703223749623409
0.2803753386682898,2,-0.9172843184642032
1.6964725279213941,5,0.38126903387134314
1.3807698776470725,4,0.23273644834197982
1.6204818051966683,5,0.34821141106841935
1.1545042672562975,4,0.1036367527916664
0.6094119667542623,3,-0.357255132508999
2.1140898806300923,6,0.5400183571357939
0.4280830233325824,3,-0.612018735889224
1.4645472731613058,4,0.275227380888144
2.5231790470809643,4,0.667621292449736
0.5257589610772605,4,-0.46376328015626145
2.8748730631641277,3,0.761749128430848
0.2796795335915758,2,-0.9190767054244884
1.1968567214321786,3,0.12962522707993962
0.5771307502284443,4,-0.3965149466417661
1.4485265859554561,3,0.2672930818879027
0.3064290575203391,2,-0.8531874928840175
1.466446825991269,5,0.27616237964238044
0.7766766646991646,3,-0.18230698707161785
1.7342189665017522,6,0.3971430340382671
0.49578289785322144,3,-0.5061097943532824
2.356435479402462,3,0.6183030900251512
0.3934137184342756,2,-0.6729404146293252
0.2661695148560076,1,-0.9547913750505275
0.929702890998568,2,-0.052579176519601534
2.3171876242132954,5,0.6061874324516099
0.9601126564173441,3,-0.029362199048160953
0.5811609674275399,3,-0.3914951422674289
1.9765504723937215,5,0.4914923978525838
3.365110493558385,2,0.8753269382857918
0.2789981649460239,1,-0.9208362309182014
1.27622385656889,4,0.17594070390717875
0.9791370556659961,4,-0.015208639137816782
