aspect_ratio,beauty,random_value
0.3088045652230737,1,-0.8476170069955988
0.4223160435596028,2,-0.6218025197487833
2.5028829882391546,2,0.6617954227338396
0.4004695057882944,1,-0.660117851873183
1.808934011674761,3,0.4275698903350267
2.8354635402818698,2,0.7517923027865172
0.8167184756874455,5,-0.14604461518753298
2.9164458614213222,1,0.7721056466791445
0.3293840502899306,1,-0.801078698759043
0.9554899349023923,7,-0.03284370945188386
0.4388880383606011,3,-0.5940375719860564
1.282518052544139,5,0.17948956657410076
0.4941637254871759,2,-0.5084694913014409
2.4127800628361786,2,0.6353482062813971
1.907733149620719,3,0.4659296918973366
2.7302906489244227,2,0.7245272696095961
3.133233155770917,1,0.8238260650585629
0.6892644954102065,4,-0.268435196041928
0.4050256697334056,1,-0.6519573744036895
0.5603287361861408,3,-0.4178273062549749
1.7782627335370396,3,0.41523424711426604
0.7619451540019699,4,-0.19612047043288006
3.384640534363598,1,0.879501310278431
0.36586258318077186,2,-0.7253131081481949
0.7520131224964849,4,-0.20558512899526749
1.0495790973804542,6,0.03490544686842467
0.29482446924783584,2,-0.8810359137931356
1.3619769903531067,5,0.22285116511703507
0.5172462196388156,3,-0.4755384494438264
0.6160512151062327,3,-0.3494389006293852
0.9225338934665149,6,-0.05816308939764947
0.9942762306118635,7,-0.004140688365463774
3.7995960677131513,1,0.9629230274252278
1.0437087346693774,6,0.0308595792892854
1.0363051025738095,6,0.02572440748123439
1.5741801319078212,4,0.3273003182438263
1.726824247602897,3,0.39406062799551145
0.8404993095710442,6,-0.1253407302643219
3.6878052704234117,2,0.9413812391076581
0.7781131434393779,4,-0.18097407291584688
1.4983936536331612,5,0.29170834712410865
2.19109387271346,3,0.5658256474121381
0.8894334291088349,6,-0.08452073294290585
1.4598142322770815,3,0.2728923957771787
0.3020312211849691,1,-0.8636152026012858
1.3815012589443498,5,0.2331184384302305
1.0689317029426875,6,0.048084839076646624
1.0831977132724901,6,0.057648299185077745
1.4130928704135284,4,0.2494281423483642
1.8916536214682573,3,0.4598239713104635
